level 5
#{{l|ja|札}}, {{l|ja|さつ}} -(1) token,label,(2) ticket,(3) charm
#{{l|ja|作家}}, {{l|ja|さっか}} -author,writer,novelist,artist
#{{l|ja|作曲}}, {{l|ja|さっきょく}} -composition,setting (of music)
#{{l|ja|ざっと}} -roughly,in round numbers
#{{l|ja|さっぱり}} -feeling refreshed,feeling relieved,neat,trimmed
#{{l|ja|さて}} -well,now,then
#{{l|ja|砂漠}}, {{l|ja|さばく}} -desert
#{{l|ja|差別}}, {{l|ja|さべつ}} -discrimination,distinction,differentiation
#{{l|ja|作法}}, {{l|ja|さほう}} -manners,etiquette,propriety
#{{l|ja|様々}}, {{l|ja|さまざま}} -varied,various
#{{l|ja|覚ます}}, {{l|ja|さます}} -to awaken
#{{l|ja|覚める}}, {{l|ja|さめる}} -to wake,to wake up
#{{l|ja|左右}}, {{l|ja|さゆう}} -(1) left and right,(2) influence,control,domination
#{{l|ja|皿}}, {{l|ja|さら}} -plate,dish
#{{l|ja|更に}}, {{l|ja|さらに}} -furthermore,again,after all,more and more,moreover
#{{l|ja|去る}}, {{l|ja|さる}} -to leave,to go away
#{{l|ja|猿}}, {{l|ja|さる}} -monkey
#{{l|ja|騒ぎ}}, {{l|ja|さわぎ}} -uproar,disturbance
#{{l|ja|参加}}, {{l|ja|さんか}} -participation
#{{l|ja|参考}}, {{l|ja|さんこう}} -reference,consultation
#{{l|ja|賛成}}, {{l|ja|さんせい}} -approval,agreement,support,favour
#{{l|ja|酸素}}, {{l|ja|さんそ}} -oxygen
#{{l|ja|散歩}}, {{l|ja|さんぽ}} -walk,stroll
#{{l|ja|氏}}, {{l|ja|し}} -family name,lineage,birth
#{{l|ja|詩}}, {{l|ja|し}} -poem,verse of poetry
#{{l|ja|四}}, {{l|ja|し}} -four
#{{l|ja|四}}, {{l|ja|よん}} -four
#{{l|ja|幸せ}}, {{l|ja|しあわせ}} -happiness,good fortune,luck,blessing
#{{l|ja|ジェット機}}, {{l|ja|ジェットき}} -jet aeroplane
#{{l|ja|直に}}, {{l|ja|じかに}} -immediately,readily,directly
#{{l|ja|しかも}} -moreover,furthermore,nevertheless,and yet
#{{l|ja|叱る}}, {{l|ja|しかる}} -to scold
#{{l|ja|式}}, {{l|ja|しき}} -equation,formula,ceremony
#{{l|ja|じき}} -earnestly,immediately,exactly
#{{l|ja|時期}}, {{l|ja|じき}} -time,season,period
#{{l|ja|支給}}, {{l|ja|しきゅう}} -payment,allowance
#{{l|ja|しきりに}} -frequently,repeatedly,incessantly,eagerly
#{{l|ja|刺激}}, {{l|ja|しげき}} -stimulus,impetus,incentive
#{{l|ja|資源}}, {{l|ja|しげん}} -resources
#{{l|ja|事件}}, {{l|ja|じけん}} -event,affair,incident
#{{l|ja|時刻}}, {{l|ja|じこく}} -instant,time,moment
#{{l|ja|自殺}}, {{l|ja|じさつ}} -suicide
#{{l|ja|事実}}, {{l|ja|じじつ}} -fact,truth,reality
#{{l|ja|支出}}, {{l|ja|ししゅつ}} -expenditure,expenses
#{{l|ja|事情}}, {{l|ja|じじょう}} -circumstances,consideration,conditions,situation,reasons
#{{l|ja|詩人}}, {{l|ja|しじん}} -poet
#{{l|ja|自身}}, {{l|ja|じしん}} -by oneself,personally
#{{l|ja|沈む}}, {{l|ja|しずむ}} -to sink,to feel depressed
#{{l|ja|自然}}, {{l|ja|しぜん}} -nature,spontaneous
#{{l|ja|思想}}, {{l|ja|しそう}} -thought,idea
#{{l|ja|舌}}, {{l|ja|した}} -tongue
#{{l|ja|次第}}, {{l|ja|しだい}} -(1) order,precedence,(2) circumstances,(3) immediate(ly)
#{{l|ja|事態}}, {{l|ja|じたい}} -situation,present state of affairs
#{{l|ja|従う}}, {{l|ja|したがう}} -to abide (by the rules),to obey,to follow,to accompany
#{{l|ja|したがって}}, {{l|ja|したがって}} -therefore,consequently,in accordance with
#{{l|ja|支度}}, {{l|ja|したく}}する -preparation, to prepare
#{{l|ja|親しい}}, {{l|ja|したしい}} -intimate,close (e.g. friend)
#{{l|ja|質}}, {{l|ja|しつ}} -quality,nature (of person)
#{{l|ja|失業}}, {{l|ja|しつぎょう}} -unemployment
#{{l|ja|実験}}, {{l|ja|じっけん}} -experiment
#{{l|ja|実現}}, {{l|ja|じつげん}} -implementation,materialization,realization
#{{l|ja|実行}}, {{l|ja|じっこう}} -practice,performance,execution (e.g. program),realization
#{{l|ja|実際}}, {{l|ja|じっさい}} -practical,actual condition,status quo
#{{l|ja|実施}}, {{l|ja|じっし}} -enforcement,enact,put into practice,carry out,operation
#{{l|ja|じっと}} -fixedly,firmly,patiently,quietly
#{{l|ja|実に}}, {{l|ja|じつに}} -indeed,truly,surely
#{{l|ja|実は}}, {{l|ja|じつは}} -as a matter of fact,by the way
#{{l|ja|失望}}, {{l|ja|しつぼう}} -disappointment,despair
#{{l|ja|支店}}, {{l|ja|してん}} -branch store (office)
#{{l|ja|指導}}, {{l|ja|しどう}} -leadership,guidance,coaching
#{{l|ja|自動}}, {{l|ja|じどう}} -automatic,self-motion
#{{l|ja|品}}, {{l|ja|しな}} -thing,article,goods,dignity,article (goods),counter for meal courses
#{{l|ja|支配}}, {{l|ja|しはい}} -rule,control,direction
#{{l|ja|芝居}}, {{l|ja|しばい}} -play,drama
#{{l|ja|しばしば}} -often,again and again,frequently
#{{l|ja|芝生}}, {{l|ja|しばふ}} -lawn
#{{l|ja|支払}}, {{l|ja|しはらい}} -payment
#{{l|ja|支払う}}, {{l|ja|しはらう}} -to pay
#{{l|ja|死亡}}, {{l|ja|しぼう}} -death,mortality
#{{l|ja|資本}}, {{l|ja|しほん}} -funds,capital
#{{l|ja|姉妹}}, {{l|ja|しまい}} -sisters
#{{l|ja|しまう}} -to finish, to close, put an end
#{{l|ja|しまった}} -Damn it!
#{{l|ja|自慢}}, {{l|ja|じまん}} -pride,boast
#{{l|ja|事務}}, {{l|ja|じむ}} -business,office work
#{{l|ja|示す}}, {{l|ja|しめす}} -to denote,to show,to point out,to indicate
#{{l|ja|占める}}, {{l|ja|しめる}} -(1) to comprise,to account for,to make up (of),(2) to hold,to occupy
#{{l|ja|下}}, {{l|ja|しも}} -under,below,beneath
#{{l|ja|霜}}, {{l|ja|しも}} -frost
#{{l|ja|借金}}, {{l|ja|しゃっきん}} -debt,loan,liabilities
#{{l|ja|しゃべる}} -to talk,to chat,to chatter
#{{l|ja|邪魔}}, {{l|ja|じゃま}} -hindrance,intrusion
#{{l|ja|週}}, {{l|ja|しゅう}} -week
#{{l|ja|州}}, {{l|ja|しゅう}} -a state, province, county
#{{l|ja|十}}, {{l|ja|じゅう}} -10,ten
#{{l|ja|銃}}, {{l|ja|じゅう}} -gun
#{{l|ja|周囲}}, {{l|ja|しゅうい}} -surroundings,circumference,environs
#{{l|ja|収穫}}, {{l|ja|しゅうかく}} -harvest,crop,ingathering
#{{l|ja|週間}}, {{l|ja|しゅうかん}} -week,weekly
#{{l|ja|宗教}}, {{l|ja|しゅうきょう}} -religion
#{{l|ja|重視}}, {{l|ja|じゅうし}} -importance,stress,serious consideration
#{{l|ja|就職}}, {{l|ja|しゅうしょく}} -finding employment,inauguration
#{{l|ja|修正}}, {{l|ja|しゅうせい}} -amendment,correction,revision,modification
#{{l|ja|渋滞}}, {{l|ja|じゅうたい}} -congestion (e.g. traffic),delay,stagnation
#{{l|ja|重大}}, {{l|ja|じゅうだい}} -serious,important,grave,weighty
#{{l|ja|住宅}}, {{l|ja|じゅうたく}} -resident,housing
#{{l|ja|集団}}, {{l|ja|しゅうだん}} -group,mass
#{{l|ja|集中}}, {{l|ja|しゅうちゅう}} -concentration,focusing the mind
#{{l|ja|収入}}, {{l|ja|しゅうにゅう}} -income,receipts,revenue
#{{l|ja|住民}}, {{l|ja|じゅうみん}} -citizens,inhabitants,residents,population
#{{l|ja|重要}}, {{l|ja|じゅうよう}} -important, momentous, essential, principal, major
#{{l|ja|修理}}, {{l|ja|しゅうり}} -repairing,mending
#{{l|ja|主義}}, {{l|ja|しゅぎ}} -doctrine,rule,principle
#{{l|ja|宿泊}}, {{l|ja|しゅくはく}} -lodging
#{{l|ja|手術}}, {{l|ja|しゅじゅつ}} -surgical operation
#{{l|ja|首相}}, {{l|ja|しゅしょう}} -Prime Minister
#{{l|ja|手段}}, {{l|ja|しゅだん}} -means,way,measure
#{{l|ja|主張}}, {{l|ja|しゅちょう}} -claim,request,insistence,assertion
#{{l|ja|出身}}, {{l|ja|しゅっしん}} -graduate from,come from
#{{l|ja|出席}}, {{l|ja|しゅっせき}}する -attendance,presence, to attend
#{{l|ja|出発}}, {{l|ja|しゅっぱつ}}する -departure, to depart
#{{l|ja|出版}}, {{l|ja|しゅっぱん}} -publication
#{{l|ja|首都}}, {{l|ja|しゅと}} -capital city
#{{l|ja|主婦}}, {{l|ja|しゅふ}} -housewife,
#{{l|ja|主要}}, {{l|ja|しゅよう}} -chief,main,principal,major
#{{l|ja|需要}}, {{l|ja|じゅよう}} -demand,request
#{{l|ja|種類}}, {{l|ja|しゅるい}} -variety,kind,type
#{{l|ja|順}}, {{l|ja|じゅん}} -order,turn
#{{l|ja|瞬間}}, {{l|ja|しゅんかん}} -moment,second,instant
#{{l|ja|順調}}, {{l|ja|じゅんちょう}} -favourable,doing well,O.K.,all right
#{{l|ja|順番}}, {{l|ja|じゅんばん}} -turn (in line),order of things
#{{l|ja|準備}}, {{l|ja|じゅんび}}する -preparation,arrangements,provision,reserve, to prepare
#{{l|ja|小}}, {{l|ja|しょう}} -small
#{{l|ja|章}}, {{l|ja|しょう}} -(1) chapter,section,(2) medal
#{{l|ja|賞}}, {{l|ja|しょう}} -prize,award
#{{l|ja|使用}}, {{l|ja|しよう}} -use,application,employment,utilization
#{{l|ja|上}}, {{l|ja|じょう}} -(1) first volume,(2) superior quality,
#{{l|ja|障害}}, {{l|ja|しょうがい}} -obstacle,impediment (fault),damage
#{{l|ja|奨学金}}, {{l|ja|しょうがくきん}} -scholarship
#{{l|ja|乗客}}, {{l|ja|じょうきゃく}} -passenger
#{{l|ja|上京}}, {{l|ja|じょうきょう}} -proceeding to the capital (Tokyo)
#{{l|ja|状況}}, {{l|ja|じょうきょう}} -state of affairs,situation,circumstances
#{{l|ja|条件}}, {{l|ja|じょうけん}} -conditions,terms
#{{l|ja|正午}}, {{l|ja|しょうご}} -noon,mid-day
#{{l|ja|正直}}, {{l|ja|しょうじき}} -honesty,integrity,frankness
#{{l|ja|常識}}, {{l|ja|じょうしき}} -common sense
#{{l|ja|少女}}, {{l|ja|しょうじょ}} -daughter,young lady,virgin,maiden,little girl
#{{l|ja|少々}}, {{l|ja|しょうしょう}} -just a minute,small quantity
#{{l|ja|症状}}, {{l|ja|しょうじょう}} -symptoms,condition
#{{l|ja|生じる}}, {{l|ja|しょうじる}} -to produce,to yield,to result from,to arise,to be generated
#{{l|ja|状態}}, {{l|ja|じょうたい}} -condition,situation,circumstances,state
#{{l|ja|招待}}, {{l|ja|しょうたい}}する -invitation, to invite
#{{l|ja|上達}}, {{l|ja|じょうたつ}} -improvement,advance,progress
#{{l|ja|冗談}}, {{l|ja|じょうだん}} -jest,joke
#{{l|ja|承知}}, {{l|ja|しょうち}}する -consent,acceptance,assent,admitting, to consent
#{{l|ja|上等}}, {{l|ja|じょうとう}} -superiority,first class,very good
#{{l|ja|衝突}}, {{l|ja|しょうとつ}} -collision,conflict
#{{l|ja|商人}}, {{l|ja|しょうにん}} -trader,shopkeeper,merchant
#{{l|ja|承認}}, {{l|ja|しょうにん}} -recognition,acknowledgement,approval,consent,agreement
#{{l|ja|少年}}, {{l|ja|しょうねん}} -boys,juveniles
#{{l|ja|商売}}, {{l|ja|しょうばい}} -trade,business,commerce,transaction,occupation
#{{l|ja|消費}}, {{l|ja|しょうひ}} -consumption,expenditure
#{{l|ja|商品}}, {{l|ja|しょうひん}} -commodity,article of commerce,goods,stock,merchandise
#{{l|ja|消防}}, {{l|ja|しょうぼう}} -fire fighting,fire department
#{{l|ja|情報}}, {{l|ja|じょうほう}} -information,(military) intelligence
#{{l|ja|証明}}, {{l|ja|しょうめい}} -proof,verification
#{{l|ja|女王}}, {{l|ja|じょおう}} -queen
#{{l|ja|職}}, {{l|ja|しょく}} -employment
#{{l|ja|職業}}, {{l|ja|しょくぎょう}} -occupation,business
#{{l|ja|食事}}, {{l|ja|しょくじ}}する -meal, to have a meal
#{{l|ja|食卓}}, {{l|ja|しょくたく}} -dining table
#{{l|ja|食品}}, {{l|ja|しょくひん}} -commodity,foodstuff
#{{l|ja|植物}}, {{l|ja|しょくぶつ}} -plant,vegetation
#{{l|ja|食物}}, {{l|ja|しょくもつ}} -food,foodstuff
#{{l|ja|食欲}}, {{l|ja|しょくよく}} -appetite (for food)
#{{l|ja|食料}}, {{l|ja|しょくりょう}} -food
#{{l|ja|食糧}}, {{l|ja|しょくりょう}} -provisions,rations
#{{l|ja|書斎}}, {{l|ja|しょさい}} -study
#{{l|ja|女子}}, {{l|ja|じょし}} -woman,girl
#{{l|ja|助手}}, {{l|ja|じょしゅ}} -helper,helpmeet,assistant,tutor
#{{l|ja|徐々}}, {{l|ja|じょじょ}} -slowly,little by little,gradually,steadily,quietly
#{{l|ja|署名}}, {{l|ja|しょめい}} -signature
#{{l|ja|書物}}, {{l|ja|しょもつ}} -books
#{{l|ja|女優}}, {{l|ja|じょゆう}} -actress
#{{l|ja|処理}}, {{l|ja|しょり}} -processing,dealing with,treatment,disposition,disposal
#{{l|ja|書類}}, {{l|ja|しょるい}} -documents,official papers
#{{l|ja|知らせ}}, {{l|ja|しらせ}} -notice
#{{l|ja|尻}}, {{l|ja|しり}} -buttocks,bottom
#{{l|ja|印}}, {{l|ja|しるし}} -(1) mark,(2) symbol,(3) evidence
#{{l|ja|城}}, {{l|ja|しろ}} -castle
#{{l|ja|進学}}, {{l|ja|しんがく}} -going on to a higher level school,
#{{l|ja|神経}}, {{l|ja|しんけい}} -nerve,sensitivity
#{{l|ja|真剣}}, {{l|ja|しんけん}} -seriousness,earnestness
#{{l|ja|信仰}}, {{l|ja|しんこう}} -(religious) faith,belief,creed
#{{l|ja|信号}}, {{l|ja|しんごう}} -traffic lights,signal,semaphore
#{{l|ja|人工}}, {{l|ja|じんこう}} -artificial,manmade,human work,human skill,artificiality
#{{l|ja|深刻}}, {{l|ja|しんこく}} -serious
#{{l|ja|診察}}, {{l|ja|しんさつ}} -medical examination
#{{l|ja|人種}}, {{l|ja|じんしゅ}} -race (of people)
#{{l|ja|信じる}}, {{l|ja|しんじる}} -to believe,to place trust in
#{{l|ja|人生}}, {{l|ja|じんせい}} -(human) life (i.e. conception to death)
#{{l|ja|親戚}}, {{l|ja|しんせき}} -relative
#{{l|ja|新鮮}}, {{l|ja|しんせん}} -fresh
#{{l|ja|心臓}}, {{l|ja|しんぞう}} -heart (organ)
#{{l|ja|身体}}, {{l|ja|しんたい}} -the body
#{{l|ja|身長}}, {{l|ja|しんちょう}} -height (of body),stature
#{{l|ja|慎重}}, {{l|ja|しんちょう}} -discretion,prudence
#{{l|ja|心配}}, {{l|ja|しんぱい}}する -worry,concern,anxiety,care, to worry
#{{l|ja|審判}}, {{l|ja|しんぱん}} -refereeing,trial,judgement,umpire,referee
#{{l|ja|人物}}, {{l|ja|じんぶつ}} -character,personality,person,man,personage,talented man
#{{l|ja|進歩}}, {{l|ja|しんぽ}} -progress,development
#{{l|ja|親友}}, {{l|ja|しんゆう}} -close friend,buddy
#{{l|ja|信用}}, {{l|ja|しんよう}} -confidence,dependence,credit,faith
#{{l|ja|信頼}}, {{l|ja|しんらい}} -reliance,trust,confidence
#{{l|ja|心理}}, {{l|ja|しんり}} -pshcyology, mental state
#{{l|ja|人類}}, {{l|ja|じんるい}} -mankind,humanity
#{{l|ja|州}}, {{l|ja|す}} -sandbank
#{{l|ja|巣}}, {{l|ja|す}} -nest,rookery,breeding place,beehive,cobweb
#{{l|ja|図}}, {{l|ja|ず}} -figure (e.g. Fig 1),drawing,picture,illustration
#{{l|ja|水準}}, {{l|ja|すいじゅん}} -(1) level, standard, (2) water level
#{{l|ja|推薦}}, {{l|ja|すいせん}} -recommendation
#{{l|ja|随分}}, {{l|ja|ずいぶん}} -extremely
#{{l|ja|睡眠}}, {{l|ja|すいみん}} -sleep
#{{l|ja|数}}, {{l|ja|すう}} -number,figure
#{{l|ja|数字}}, {{l|ja|すうじ}} -numeral,figure
#{{l|ja|末}}, {{l|ja|すえ}} -the end of,powder
#{{l|ja|姿}}, {{l|ja|すがた}} -figure,shape,appearance
#{{l|ja|空く}}, {{l|ja|すく}} -(1) to open,to become empty,(2) to be less crowded
#{{l|ja|救う}}, {{l|ja|すくう}} -to rescue from,to help out of
#{{l|ja|優れる}}, {{l|ja|すぐれる}} -to surpass,to outstrip,to excel
#{{l|ja|すごい}} -terrible,dreadful,terrific,amazing,great
#{{l|ja|少しも}}, {{l|ja|すこしも}} -anything of,not one bit
#{{l|ja|過ごす}}, {{l|ja|すごす}} -to pass,to spend,to go through,to tide over
#{{l|ja|筋}}, {{l|ja|すじ}} -muscle,string,line
#{{l|ja|進める}}, {{l|ja|すすめる}} -to advance,to promote,to hasten
#{{l|ja|勧める}}, {{l|ja|すすめる}} -to recommend,to advise,to encourage,to offer (wine)
#{{l|ja|頭痛}}, {{l|ja|ずつう}} -headache
#{{l|ja|ずっと}} -consecutively,throughout,a lot
#{{l|ja|すてき}} -lovely,dreamy,beautiful,great
#{{l|ja|既に}}, {{l|ja|すでに}} -already,too late
#{{l|ja|すなわち}} -that is,namely,i.e.
#{{l|ja|素晴らしい}}, {{l|ja|すばらしい}} -wonderful,splendid,magnificent
#{{l|ja|全て}}, {{l|ja|すべて}} -all,the whole,entirely,in general,wholly
#{{l|ja|全て}}, {{l|ja|すべて}} -all,whole,entire,complete,overall,pan
#{{l|ja|済ませる}}, {{l|ja|すませる}} -to be finished
#{{l|ja|すみません}} -sorry,excuse me
#{{l|ja|為る}}, {{l|ja|する}} -to do
#{{l|ja|すると}}, {{l|ja|すると}} -thereupon,hereupon
#{{l|ja|鋭い}}, {{l|ja|するどい}} -pointed,sharp
#{{l|ja|背}}, {{l|ja|せい}} -height,stature
#{{l|ja|正}}, {{l|ja|せい}} -(logical) true,regular
#{{l|ja|性}}, {{l|ja|せい}} -sex,gender
#{{l|ja|所為}}, {{l|ja|せい}} -cause,reason,fault
#{{l|ja|税}}, {{l|ja|ぜい}} -a tax
#{{l|ja|性格}}, {{l|ja|せいかく}} -character,personality
#{{l|ja|正確}}, {{l|ja|せいかく}} -accurate,punctuality,exactness,authenticity,veracity
#{{l|ja|世紀}}, {{l|ja|せいき}} -century,era
#{{l|ja|請求}}, {{l|ja|せいきゅう}} -claim,demand,application,request
#{{l|ja|税金}}, {{l|ja|ぜいきん}} -tax,duty
#{{l|ja|清潔}}, {{l|ja|せいけつ}} -clean
#{{l|ja|制限}}, {{l|ja|せいげん}} -restriction,restraint,limitation
#{{l|ja|成功}}, {{l|ja|せいこう}} -success,hit
#{{l|ja|生産}}, {{l|ja|せいさん}} -production,manufacture
#{{l|ja|正式}}, {{l|ja|せいしき}} -due form,official,formality
#{{l|ja|精神}}, {{l|ja|せいしん}} -mind,soul,heart,spirit,intention
#{{l|ja|成人}}, {{l|ja|せいじん}} -adult
#{{l|ja|精々}}, {{l|ja|せいぜい}} -at the most,at best,to the utmost,as much (far) as possible
#{{l|ja|成績}}, {{l|ja|せいせき}} -results,record
#{{l|ja|製造}}, {{l|ja|せいぞう}} -manufacture,production
#{{l|ja|贅沢}}, {{l|ja|ぜいたく}} -luxury,extravagance
#{{l|ja|成長}}, {{l|ja|せいちょう}} -growth,grow to adulthood
#{{l|ja|制度}}, {{l|ja|せいど}} -system,institution,organization
#{{l|ja|青年}}, {{l|ja|せいねん}} -youth,young man
#{{l|ja|製品}}, {{l|ja|せいひん}} -manufactured goods,finished goods
#{{l|ja|政府}}, {{l|ja|せいふ}} -government,administration
#{{l|ja|生物}}, {{l|ja|せいぶつ}} -raw food
#{{l|ja|生命}}, {{l|ja|せいめい}} -life,existence
#{{l|ja|整理}}, {{l|ja|せいり}} -sorting,arrangement,adjustment,regulation
#{{l|ja|咳}}, {{l|ja|せき}} -cough
#{{l|ja|石炭}}, {{l|ja|せきたん}} -coal
#{{l|ja|責任}}, {{l|ja|せきにん}} -duty,responsibility
#{{l|ja|石油}}, {{l|ja|せきゆ}} -oil,petroleum,kerosene
#{{l|ja|世間}}, {{l|ja|せけん}} -world,society
#{{l|ja|説}}, {{l|ja|せつ}} -theory
#{{l|ja|積極的}}, {{l|ja|せっきょくてき}} -positive,active,proactive
#{{l|ja|設計}}, {{l|ja|せっけい}} -plan,design
#{{l|ja|絶対}}, {{l|ja|ぜったい}} -absolute,unconditional,absoluteness
#{{l|ja|設備}}, {{l|ja|せつび}} -equipment,device,facilities,installation
#{{l|ja|絶滅}}, {{l|ja|ぜつめつ}} -destruction,extinction
#{{l|ja|節約}}, {{l|ja|せつやく}} -economising,saving
#{{l|ja|是非}}, {{l|ja|ぜひ}} -certainly,without fail
#{{l|ja|責める}}, {{l|ja|せめる}} -to condemn,to blame,to criticize
#{{l|ja|世話}}, {{l|ja|せわ}}する -looking after,help,aid,assistance, to look after
#{{l|ja|善}}, {{l|ja|ぜん}} -good,goodness,right,virtue
#{{l|ja|全員}}, {{l|ja|ぜんいん}} -all members (unanimity),all hands,the whole crew
#{{l|ja|専攻}}, {{l|ja|せんこう}} -major subject,special study
#{{l|ja|全国}}, {{l|ja|ぜんこく}} -country-wide,nation-wide,whole country,national
#{{l|ja|先日}}, {{l|ja|せんじつ}} -the other day,a few days ago
#{{l|ja|前者}}, {{l|ja|ぜんしゃ}} -the former
#{{l|ja|選手}}, {{l|ja|せんしゅ}} -(1) player (in game),(2) team
#{{l|ja|前進}}, {{l|ja|ぜんしん}} -advance,drive,progress
#{{l|ja|全然}}, {{l|ja|ぜんぜん}} -(1) wholly,entirely,completely,(2) not at all (with neg. verb)
#{{l|ja|全体}}, {{l|ja|ぜんたい}} -whole,entirety,whatever (is the matter)
#{{l|ja|選択}}, {{l|ja|せんたく}} -selection,choice
#{{l|ja|そう}}, {{l|ja|そう}} -so
#{{l|ja|象}}, {{l|ja|ぞう}} -elephant
#{{l|ja|騒音}}, {{l|ja|そうおん}} -noise
#{{l|ja|増加}}, {{l|ja|ぞうか}} -increase,addition
#{{l|ja|操作}}, {{l|ja|そうさ}} -operation,management,processing
#{{l|ja|掃除}}, {{l|ja|そうじ}} -cleaning,sweeping, to clean, to sweep
#{{l|ja|想像}}, {{l|ja|そうぞう}} -imagination,guess
#{{l|ja|相続}}, {{l|ja|そうぞく}} -succession,inheritance
#{{l|ja|相談}}, {{l|ja|そうだん}} -consultation,discussion，to consult, to discuss
#{{l|ja|装置}}, {{l|ja|そうち}} -equipment,installation,apparatus
#{{l|ja|相当}}, {{l|ja|そうとう}} -suitable,fair,tolerable,proper
#{{l|ja|速度}}, {{l|ja|そくど}} -speed,velocity,rate
#{{l|ja|底}}, {{l|ja|そこ}} -bottom,sole
#{{l|ja|そこで}} -so (conj),accordingly,now,then,thereupon
#{{l|ja|組織}}, {{l|ja|そしき}} -(1) organization,(2) structure,construction,(3) tissue,(4) system
#{{l|ja|そして}} -and
#{{l|ja|注ぐ}}, {{l|ja|そそぐ}} -to pour (into),to irrigate,to pay,to fill,to feed (e.g. a fire)
#{{l|ja|育つ}}, {{l|ja|そだつ}} -to raise (child),to be brought up,to grow (up)
#{{l|ja|そっくり}} -all,altogether,entirely,be just like,the splitting image of
#{{l|ja|そっと}} -face of the earth
#{{l|ja|袖}}, {{l|ja|そで}} -sleeve
#{{l|ja|備える}}, {{l|ja|そなえる}} -to furnish,to provide for,to equip,to install
#{{l|ja|その}}, {{l|ja|その}} -the,that
#{{l|ja|そのうち}} -eventually,sooner or later,of the previously mentioned
